frame_idx,inference_ms,e2e_ms
76,13.856199999999319,14.287999999998746
77,13.755299999999693,14.196699999999396
78,15.601800000000665,16.049999999999898
79,13.946400000000025,14.380400000000293
80,13.76279999999852,14.198900000000236
81,13.984100000000055,14.411099999998456
82,14.335000000000875,14.780299999999968
83,14.471099999999737,14.904600000001267
84,13.728900000000266,14.152100000000445
85,13.889799999999397,14.333599999998725
86,14.193099999999959,14.640200000000547
87,13.85329999999918,14.27100000000081
88,14.060499999999365,14.49199999999884
89,13.83049999999919,14.253999999999323
90,14.666700000001143,15.098000000000056
91,18.868399999998786,19.329599999998948
92,14.825599999999994,15.303100000000569
93,13.801700000000139,14.107600000000886
94,14.561399999999836,15.06190000000096
95,14.229699999999568,14.505800000000235
96,14.16260000000058,14.999100000000709
97,14.127300000000176,14.417400000001024
98,14.272400000001184,14.772799999999364
99,14.140900000001011,14.436500000000407
100,14.018399999999431,14.516500000000931
101,14.273400000000436,14.587999999999823
102,15.657600000000826,16.15390000000083
103,15.98180000000049,16.304099999999266
104,14.326999999999757,14.81699999999897
105,14.261499999999927,14.556699999999978
106,14.282400000000806,14.775799999998895
107,14.23489999999994,14.53599999999966
108,14.14349999999942,14.652200000000448
109,13.945599999999558,14.288699999999821
110,15.264900000000026,15.748799999999008
111,14.141799999999094,14.466500000001048
112,13.950100000000631,14.433899999998445
113,13.981499999999869,14.332100000000736
114,13.931499999999986,14.43439999999896
115,14.23769999999891,14.568099999999973
116,13.97769999999987,14.464400000001376
117,14.140599999999282,14.447199999999327
118,14.222599999998309,14.71689999999981
119,14.009699999999015,14.315299999999809
120,14.189800000000474,14.68500000000006
121,14.97909999999969,15.298099999998982
122,14.007399999998782,14.496399999998744
123,14.701399999999865,15.043200000000923
124,14.373299999999034,14.889099999999544
125,15.671499999999838,16.02780000000159
126,13.828699999999472,14.439300000001154
127,13.999800000000562,14.372500000000343
128,14.216199999999901,14.706999999999582
129,14.006200000000746,14.377700000000715
130,14.16770000000156,14.661100000001426
131,14.865500000000864,15.240299999998541
132,13.956600000000208,14.435199999999426
133,13.963900000000251,14.3652000000003
134,13.779700000000616,14.284099999999356
135,14.079900000000478,15.113799999999955
136,13.970799999999173,14.460599999999602
137,16.245800000000088,16.64960000000093
138,14.323799999999665,14.817499999999484
139,14.15249999999979,14.559499999998948
140,14.20589999999855,14.689699999999917
141,14.510699999998877,14.843799999999518
142,14.561199999999275,15.081300000000297
143,14.57279999999983,14.913899999999813
144,14.84109999999994,15.336200000000133
145,14.324699999999524,14.693499999999915
146,14.45370000000068,14.942200000000128
147,14.173199999998332,14.53210000000027
148,14.959799999999746,15.484300000000673
149,14.05809999999974,14.418499999999668
150,15.1053000000001,15.60499999999898
151,14.633200000000457,14.992799999999917
152,14.127000000000223,14.62060000000065
153,14.652399999999233,15.046300000001622
154,14.492900000000475,14.987199999998424
155,14.914599999999112,15.298299999999543
156,16.314099999998888,16.94439999999986
157,14.054100000000957,14.432999999998586
158,14.324699999999524,14.81129999999986
159,14.161999999998898,14.562099999999134
160,14.127799999998913,14.618000000000464
161,13.973000000000013,14.355200000000679
162,14.441699999999003,15.052599999998861
163,14.49730000000038,14.89849999999926
164,15.224500000000418,15.712100000000007
165,13.996399999999909,14.393099999999492
166,14.228700000000316,14.724100000000462
167,14.147799999999933,14.535600000000315
168,14.037200000000638,14.518999999999949
169,14.074400000000153,14.459399999999789
170,14.347300000000729,14.83999999999952
171,14.053000000000537,14.447000000000543
172,14.230599999999427,14.769900000001002
173,15.246199999999988,15.63289999999995
174,14.5413000000012,15.028299999999106
175,14.105699999999999,14.498500000000192
176,14.255300000000304,14.743100000000453
177,14.27449999999908,14.766500000000349
178,14.269099999999924,14.763999999999555
179,14.31149999999981,14.66050000000152
180,13.863799999999316,14.353399999999183
181,15.528999999999016,15.92389999999888
182,14.639900000000594,15.142999999998352
183,14.495699999999445,14.851100000001338
184,14.005900000000793,14.489299999999261
185,14.096600000000237,14.449199999999607
186,14.235499999999845,14.729499999999618
187,14.204999999998691,14.555500000000166
188,14.122900000000271,14.61070000000042
189,14.246599999999887,14.596799999999632
190,14.77960000000067,15.263900000000774
191,14.255800000000818,14.620499999999481
192,14.238199999999424,14.893400000000057
193,14.27449999999908,14.62429999999948
194,14.192600000001221,14.676100000000858
195,14.147100000000634,14.509200000000888
196,14.288399999999868,14.786499999999592
197,14.483399999999591,14.846399999999704
198,14.561199999999275,15.06249999999909
199,14.537599999998818,14.894599999999869
200,13.996500000001078,14.479200000000247
201,14.206100000000887,14.558199999999744
202,14.75459999999984,15.241800000000083
203,14.123500000000178,14.620899999998827
204,14.163399999999271,14.654200000000728
205,14.104599999999579,14.462299999999928
206,14.195299999999023,14.677199999999502
207,14.215599999999995,14.577799999999641
208,14.165999999999457,14.658499999999464
209,14.324000000000225,15.032299999999665
210,14.562200000000303,15.048500000000686
211,14.42200000000149,14.799200000000567
212,13.781500000000335,14.271100000000203
213,14.274700000001417,14.634300000000877
214,14.388600000000196,14.878400000000624
215,14.212699999999856,14.586700000000619
216,14.061699999999178,14.54869999999886
217,14.47509999999852,14.848800000001106
218,14.33650000000064,15.041099999999474
219,14.027900000000315,14.398099999999303
220,14.084300000000383,14.569899999999691
221,13.970200000001043,14.330799999999755
222,14.195000000000846,14.682699999999826
223,15.899899999999079,16.259700000000876
224,14.127799999998913,14.629100000000506
225,14.055200000001378,14.412300000000045
226,14.262099999999833,14.746599999998722
227,14.52289999999934,14.885699999998891
228,14.129999999999754,14.619099999999108
229,14.282400000000806,14.804799999998508
230,14.41490000000023,14.904400000000706
231,14.051000000000258,14.409600000000466
232,14.073599999999686,14.56079999999993
233,14.914299999999159,15.31510000000047
234,15.257599999999982,15.749100000000738
235,14.401600000001125,14.785399999999171
236,14.055700000000115,14.546799999999749
237,15.015799999998691,15.4052999999994
238,15.586300000000719,16.088499999998618
239,14.366700000000066,14.756400000001335
240,14.085299999999634,14.572099999998755
241,14.231099999999941,14.613999999999905
242,14.396400000000753,14.89500000000099
243,14.245100000000122,14.641799999999705
244,14.220899999999759,14.709500000000375
245,14.167000000000485,14.567599999999459
246,14.726400000000694,15.22090000000098
247,14.50909999999972,14.8944999999987
248,14.023199999998681,14.50619999999958
249,14.463300000000956,14.867900000000489
250,14.89700000000127,15.383899999999784
251,13.976200000000105,14.379499999998657
252,14.299799999999863,14.940799999999754
253,15.862900000000124,16.259799999998492
254,14.574100000000811,15.081699999999643
255,14.165600000000111,14.555099999999044
256,14.067199999999502,14.552800000000587
257,14.270599999999689,14.659700000001052
258,14.26679999999969,14.75180000000087
259,14.333699999999894,14.725299999998498
260,14.142200000000216,14.628599999999992
261,14.224900000000318,14.618900000000323
262,14.464000000000254,15.064699999999931
263,14.822499999999295,15.21449999999902
264,14.238299999998816,14.719700000000557
265,14.742400000001155,15.14089999999868
266,14.411100000000232,15.032599999999618
267,14.267900000000111,14.660299999999182
268,14.05920000000016,14.543400000000872
269,14.351500000000073,14.749200000000684
270,15.371799999998714,15.867099999999468
271,14.164199999999738,14.556199999999464
272,14.320800000000133,14.804200000000378
273,17.820300000000344,18.206900000000914
274,14.341699999999236,14.83720000000055
275,14.252399999998389,14.654900000000026
276,14.198399999999722,14.681799999999967
277,14.11970000000018,14.509400000001449
278,14.36430000000044,14.871700000000487
279,14.3620999999996,14.765999999999835
280,14.167000000000485,14.650899999999467
281,14.234300000000033,14.6342999999991
282,14.668000000000347,15.165399999998996
283,14.646900000000684,15.04000000000083
284,14.196600000000004,14.680300000000202
285,14.13570000000064,14.524299999999712
286,14.083799999999869,14.568799999999271
287,14.021599999999523,14.410999999999063
288,14.324499999998963,14.808399999999722
289,14.453500000000119,14.846599999998489
290,14.62740000000018,15.118100000000467
291,14.095900000000938,14.489199999999869
292,14.17919999999917,14.67109999999927
293,14.346300000001477,14.75070000000045
294,16.492599999999413,17.021399999999076
295,15.834500000000418,16.272100000000123
296,14.367399999999364,14.86279999999951
297,14.132099999999426,14.595500000000428
298,14.44380000000045,14.926000000000883
299,14.326799999999196,14.78860000000104
300,14.41490000000023,14.91060000000033
301,14.46639999999988,14.933799999999664
302,14.830899999999758,15.330499999999248
303,14.758999999999745,15.069900000000302
304,14.382200000000012,14.832499999998916
305,14.505700000000843,14.836400000000083
306,16.78749999999951,17.253300000000138
307,16.737500000001404,17.093199999999698
308,19.170600000000704,19.635099999998573
309,16.893500000000117,17.24560000000075
310,16.976000000001434,17.557100000001213
311,25.347500000000522,26.05259999999987
312,19.159000000000148,19.755700000001042
313,16.626099999999866,17.051200000000932
314,16.143200000000135,16.66909999999966
315,15.557400000000499,15.991800000000111
316,15.828199999999626,16.362499999999613
317,15.557000000001153,16.00390000000118
318,15.407099999999119,15.992300000000625
319,15.243699999999194,15.67760000000007
320,16.073500000000962,16.568700000000547
321,15.684399999999599,16.112200000000243
322,15.597599999999545,16.078699999999557
323,16.492599999999413,16.931099999998978
324,16.614799999999263,17.12120000000006
325,15.903500000000292,16.314899999999355
326,17.005400000000392,17.654199999999065
327,17.150400000000232,17.60699999999993
328,17.228100000000524,17.85680000000056
329,18.096000000001666,18.71430000000096
330,16.56479999999938,17.09959999999988
331,17.095000000001193,17.656300000000513
332,18.773600000001167,19.34069999999899
333,18.05640000000075,18.604999999999094
334,16.423200000000193,16.925900000000382
335,15.706800000000243,16.16749999999989
336,15.50410000000113,15.989300000001094
337,15.226699999999482,15.705500000001038
338,15.572300000000538,16.011900000000523
339,15.534900000000462,16.05020000000046
340,16.09209999999983,16.686199999998763
341,16.15080000000013,16.631699999999583
342,15.71719999999921,16.18129999999951
343,15.229299999999668,15.755799999999098
344,16.102999999999312,16.64209999999855
345,15.046500000000407,15.631899999998922
346,15.451699999999846,15.995700000001278
347,16.15700000000153,16.73090000000066
348,14.59559999999982,15.045399999999987
349,14.757299999999418,15.195300000000245
350,14.61549999999967,15.043799999999052
351,14.630900000000224,15.080400000000438
352,14.606300000000516,15.048300000000125
353,15.72329999999944,16.173200000000776
354,14.27359999999922,14.705999999998554
355,14.011300000001725,14.453400000000727
356,14.158000000000115,14.585199999999077
357,13.961099999999504,14.431899999999942
358,14.185700000000523,14.612699999998924
359,14.158099999999507,14.601899999998835
360,16.01050000000015,16.444299999999856
361,14.061000000001656,14.50119999999977
362,14.426900000000131,14.85890000000012
363,13.901500000001121,14.33319999999938
364,15.635700000000696,16.126399999999208
365,19.06259999999982,19.658599999999637
366,26.72830000000026,27.30850000000018
367,21.07229999999838,21.5961999999994
368,15.071400000000068,15.566800000000214
369,14.867300000000583,15.340600000000038
370,15.50649999999898,15.979700000000818
371,14.91229999999888,15.387300000000437
372,14.04999999999923,14.50230000000019
373,14.71559999999883,15.19569999999959
374,14.405800000000468,15.036600000000178
375,14.986799999999079,15.909199999999402
376,14.31719999999892,14.752899999999514
377,14.42449999999873,14.943699999999893
378,14.876100000000392,15.321199999998925
379,18.37089999999897,18.81899999999881
380,17.297900000000865,17.980500000000177
381,16.768199999999567,17.226600000000758
382,16.073700000001523,16.521499999999634
383,14.621999999999247,15.071599999998853
384,13.958300000000534,14.418399999998499
385,14.209400000000372,14.646000000000825
386,14.41179999999953,14.859200000000072
387,13.922500000001392,14.357399999999743
388,14.984699999999407,15.496799999999311
389,14.407399999999626,14.878500000000017
390,14.315599999999762,14.754200000000495
391,14.061700000000954,14.502600000000143
392,14.090000000001268,14.532900000000737
393,14.159700000000441,14.594100000000054
394,14.412599999999998,14.857600000000915
395,14.903900000000192,15.346700000000268
396,14.191999999999538,14.626999999999057
397,14.059700000000674,14.598799999999912
398,14.241099999999562,14.675800000000905
399,14.411400000000185,14.85989999999937
400,14.462500000000489,14.895300000000944
401,14.423300000000694,14.857499999999746
402,14.556400000000025,14.998500000000803
403,14.326999999999757,14.76329999999848
404,15.616100000000799,16.112400000000804
405,15.882100000000676,16.341599999998735
406,16.60339999999927,17.055699999998453
407,15.277899999999178,15.726100000000187
408,15.140500000001111,15.603799999999168
409,14.298699999999442,14.73879999999994
410,14.838499999999755,15.28840000000109
411,16.64650000000023,17.103800000001
412,14.43290000000097,14.883499999999827
413,14.876500000001514,15.343500000000176
414,16.21510000000015,16.702199999999223
415,15.318900000000468,15.778799999999649
416,15.007000000000659,15.450900000001155
417,15.610900000000427,16.033900000000045
418,17.863999999999436,18.701899999999938
419,18.423800000000767,18.94970000000029
420,17.420800000000014,17.958600000000047
421,16.610500000000528,17.094499999998902
422,16.41880000000029,16.894399999999976
423,15.292599999998657,15.771900000000727
424,14.966100000000537,15.445800000000176
425,15.00489999999921,15.475500000000864
426,18.11400000000063,18.64180000000104
427,15.064000000000632,15.51970000000047
428,15.076099999999926,15.538400000000507
429,15.055300000000216,15.516400000000985
430,14.74190000000064,15.208100000000613
431,15.344199999999475,16.252399999999056
432,14.84899999999989,15.30409999999982
433,14.759100000000913,15.213600000000937
434,15.630800000000278,16.07100000000017
435,15.251799999999704,15.702300000000946
436,16.72869999999982,17.174699999999987
437,15.210100000000892,15.641499999999198
438,15.40950000000052,15.858800000000173
439,15.231099999999387,15.677300000000116
440,15.207099999999585,15.644800000000458
441,15.051400000000825,15.536400000000228
442,15.654999999998864,16.138100000000932
443,15.664700000000309,16.097099999999642
444,15.600299999999123,16.105200000000153
445,15.571499999998295,16.020000000001033
446,15.638700000000227,16.078199999999043
447,15.459000000001666,15.96469999999961
448,15.193200000000573,15.636699999999948
449,15.64910000000097,16.079700000000585
450,15.909200000001178,16.35760000000097
451,16.297299999999737,16.754399999999947
452,15.634399999999715,16.066199999999142
453,15.499099999999544,15.947800000001067
454,16.44480000000037,16.893899999999462
455,17.152599999999296,17.60150000000138
456,15.781600000000395,16.22399999999935
457,15.402200000000477,15.848899999999944
458,15.286100000000857,15.73009999999897
459,15.389500000001277,15.843200000000834
460,15.376999999999086,15.819300000000425
461,15.385500000000718,15.819300000000425
462,16.31060000000062,16.781999999999186
463,16.071800000000636,16.520899999999727
464,15.493199999999874,15.929299999999813
465,15.933499999999157,16.438300000000794
466,15.889100000000766,16.37340000000087
467,15.403700000000242,15.856599999999332
468,18.76020000000267,19.20159999999882
469,15.039600000001485,15.488299999997679
470,15.520499999997384,16.016400000001596
471,15.566500000002037,16.017300000001455
472,15.719300000000658,16.201300000002306
473,15.406300000002204,15.8629000000019
474,15.65259999999924,16.11000000000118
475,15.841500000000508,16.28700000000194
476,15.812000000000381,16.26149999999882
477,15.508199999999306,15.95400000000069
478,15.58419999999927,16.04099999999775
479,15.40950000000052,15.989900000001
480,15.65140000000298,16.094299999998896
481,15.761999999998721,16.208599999998796
482,14.332199999998352,14.779699999998286
483,14.771299999999599,15.228499999999201
484,14.49970000000178,14.953399999999561
485,14.10200000000117,14.552200000000681
486,14.208100000001167,14.647599999999983
487,14.235500000001622,14.673900000001794
488,13.996599999998693,14.431999999999334
489,14.577800000001417,15.023299999999296
490,14.337900000001014,14.78219999999908
491,13.903200000001448,14.3429000000026
492,16.25049999999817,16.687600000000913
493,13.924800000001625,14.365399999999084
494,14.303200000000516,14.743500000001575
495,13.767200000000201,14.204600000002898
496,13.817799999998215,14.263700000000767
497,13.97670000000062,14.408400000000654
498,14.399100000002107,14.845900000000967
499,14.26090000000002,14.699700000001314
